title,address,jobType,educational,workExperience,workTag,salary,salaryMonth,companyTag,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
数据分析师,苏州,数据分析,本科,1-3年,Python|SQL|Excel|Tableau|Power BI|Matlab|,"[12000, 20000]",13薪,"[""五险一金""]",张先生,总经理,False,睿能科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20210430/90675fb6277d6e19032bab7bbd3309d77a13340a60778d6fe193441395e1b070.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/2a1847960d1d75831nxy0966ElFU.html?lid=aInq545v9Zb.search.11&securityId=i033_ZL5diMPe-h11UhytdjejxVqN4iohuwfl3UMSWDVMn2zg3DRCL3aSaHxHyOYe-n11OU9BM5D9nCJqPmQ0d6ionLCoWy7D-SuQcrkZs9u8uKasg~~&sessionId=,https://www.zhipin.com/gongsi/c81eadbe5f7973771nZz39S5EQ~~.html,苏州工业园区
数据分析师,苏州,数据分析,本科,1-3年,经济/工商管理相关专业|R|Power BI|数据分析/挖掘经验|||||,"[10000, 15000]",0薪,"[""人体工椅"", ""底薪加提成"", ""保底工资"", ""年终奖"", ""快速晋升加薪"", ""法定节假日三薪"", ""全勤奖"", ""年轻化氛围"", ""食杂店文化"", ""节假日加班费"", ""园区五险一金"", ""行业领先"", ""绩效奖金"", ""五险一金""]",邵女士,人事HRBP,False,遥遥在望科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220809/7bf6f160950405e9d3d92dad9bf7c88e89f6030ea1230037b0e2a8034d6756a5c0c98fe669357bbc.jpg?x-oss-process=image/resize,w_100,limit_0",社交网络与媒体,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/4ab8557bde1b816603V42N21F1tZ.html?lid=aInq545v9Zb.search.12&securityId=4N1TZaz3NJwd2-j1qbBI1yGLCf-qfuTrpG3_46x8C2OgFjx6bA1pZc4XFm_Vbpn3SADW6XwfS9M8vLJjM9hzJPSF8XsO_DJ_-t2njPiqfAlKYegmWeQacENpfF_WcZZmWkc9HWkq8zKhW8W8_fJQi5yZ&sessionId=,https://www.zhipin.com/gongsi/908db781a5e348771nRz2dW0EVU~.html,
数据分析师,苏州,数据分析,本科,5-10年,Python|Power BI,"[15000, 25000]",15薪,"[""定期体检"", ""节日福利"", ""健身房"", ""团建聚餐"", ""股票期权"", ""五险一金"", ""零食下午茶"", ""生日福利"", ""餐补"", ""免费班车"", ""带薪年假"", ""补充医疗保险"", ""年终奖"", ""员工旅游"", ""绩效奖金""]",权女士,HR,False,追觅科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230807/7bf6f160950405e9c9408952f96c54bf68eca348313fd17e4ca5c5c00fc71a2d890f6175f0340e7c.png?x-oss-process=image/resize,w_100,limit_0",家用电器,C轮,"[1000, 9999]",https://www.zhipin.com/job_detail/6ede8dbc928d78751HFz2tq8FVFY.html?lid=aInq545v9Zb.search.13&securityId=e5caUWB8OuicY-I1haJtFUNPvts96m7z0mdLZ-d8g-3u0Zif2O2CmqTu2GXDokEowYRfHS718EMUcYhnQpyEJvZiLflFdgQFVNBJdtKRFh-lXf0Y1dw~&sessionId=,https://www.zhipin.com/gongsi/845d728d2fc9cf661nF70tS5GFc~.html,吴中区
数据分析师,苏州,数据分析,本科,在校/应届,电力交易|数据分析|数学/统计相关专业,"[10000, 12000]",14薪,"[""带薪年假"", ""团建聚餐"", ""节假日加班费"", ""定期体检"", ""年终奖"", ""其他办公补贴"", ""零食下午茶"", ""五险一金"", ""法定节假日三薪"", ""餐补"", ""加班补助""]",常女士,商务,False,领云能源科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20201218/804ff9eb38f064f03d69f0ae01c19b39ab53633065709a02cda81e81364096c8.jpg?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/0296b7e6614623eb1Hxy2t27GVZR.html?lid=aInq545v9Zb.search.14&securityId=D1WHaHkB4HDxW-l1EHdTFuVPvyeEN2VDLHRiUuSyL19hzQFOg2XahbS4-z5IXegvqd7gOqalzIxoQ_5nDCZrzha4Y_Pl7uLXyZOZRHaVXdvv8JZuO5Jw4myu4XgE01YlAVjYcXFpdhmI_Nuuyy0xjzio&sessionId=,https://www.zhipin.com/gongsi/49a3d8cc843430521nd509y8F1c~.html,吴中区
数据分析师,苏州,数据分析,本科,3-5年,数据分析|机器学习|R语言|深度学习|数据挖掘|Python,"[12000, 20000]",13薪,"[""五险一金"", ""零食下午茶"", ""节日福利"", ""带薪年假"", ""员工旅游"", ""股票期权"", ""年终奖""]",程女士,人事,False,英赛孚工业智能,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190307/d7992cf57ad511d53d219591cb05691dd7b151df6b5b52971baedb9949efbc08_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/db5afc2882e530831XZ929y4EVNU.html?lid=aInq545v9Zb.search.15&securityId=V4JHUgTGKAGgj-310hR3Oah0clIcRBxr4wxJJ-_Ai-9bC5avD1FdmGBWWk8sH3eFrOsPD_M8udYIin7fNvF5fu380zWxfsh_vhTLKxOAB3oY55yUpA~~&sessionId=,https://www.zhipin.com/gongsi/65aea049daa1d97a1HN-0920FA~~.html,苏州工业园区
数据分析师,苏州,数据分析,本科,1-3年,SQL|Python|Hive|数据分析/挖掘经验|机器学习建模经验|,"[15000, 20000]",0薪,"[""五险一金"", ""加班补助"", ""零食下午茶"", ""员工旅游"", ""年终奖"", ""节日福利""]",缪先生,运营总监,False,金信天,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200303/2ecdd06f21de670b4b6b0faa02391a83d95dc57e6a690df6b0d8d8e8d8ab4edf_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/bec99d64799158561XF-2t27FlRR.html?lid=aInq545v9Zb.search.16&securityId=w7T1DYQ4y1WQq-91Us7RD-Uyw48ZCzzN6s0dAr_KkGSJk6sXZcremS4vm6eR-JTNjjpFKN4DOT23d4Hf8EFhnDtwbP84PTZfD92G9Pom_DPWM78Rfe4~&sessionId=,https://www.zhipin.com/gongsi/94e857a0d86f665c0Hd_2t21EA~~.html,苏州工业园区
数据分析工程师 数据分析师,苏州,数据分析,本科,经验不限,Python|Java|回归分析|因子分析|聚类分析|决策树||,"[7000, 10000]",0薪,无,许先生,招聘者,False,易科麦麦,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/adae794784fe8eef1XV43t61GFVR.html?lid=aInq545v9Zb.search.17&securityId=hRsTBB1OOmaEP-j1wz_-29S_vyprD_33_o1w71Bxia_VPBsgEoM-s6hxJsS0mK4HE3lvSXdvFRhU86blojpg8jsUOypfJAqvEzp_98YoivSXnpYJMA~~&sessionId=,https://www.zhipin.com/gongsi/313cd455240ba52d1nF93Nq5Fg~~.html,虎丘区
数据分析师,苏州,数据分析,本科,5-10年,C端产品|彩票|体育|游戏|SQL,"[12000, 20000]",0薪,"[""餐补"", ""绩效奖金"", ""节日福利"", ""加班补助"", ""零食下午茶"", ""团建聚餐"", ""保底工资"", ""员工旅游"", ""五险一金"", ""交通补助"", ""生日福利"", ""年终奖"", ""带薪年假"", ""定期体检"", ""底薪加提成""]",方先生,招聘,False,华祥数字科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240827/7bf6f160950405e946926960e9f948e3f62909aa294ca97135a25aa3bc0db297c5383f4a960071e4.png.webp?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/d35b45564b76603d1H1y2Nq7F1RT.html?lid=aInq545v9Zb.search.18&securityId=TxRL9tLrFhYck-61Iqa02YJpLEFnRRFTuqVOvqGFIVMMp9EekKXLjrJzuTXAa1RYrhZjv5UrRQQt6hOay1mwdaalhKqC56OvaW_1Bn8IXXpVuNMQkx30EZH8fmMp3wsliyOyIwZhjbZONcZm5vQr_NE~&sessionId=,https://www.zhipin.com/gongsi/e7f302a609a1c62f1HR739S0GVU~.html,吴中区
数据分析师,苏州,数据分析,大专,3-5年,SQL|Tableau|SPSS|Python|MATLAB|||,"[20000, 30000]",14薪,"[""节日福利"", ""底薪加提成"", ""生日福利"", ""免费班车"", ""通讯补贴"", ""带薪年假"", ""补充医疗保险"", ""年终奖"", ""加班补助"", ""五险一金"", ""餐补"", ""团建聚餐"", ""零食下午茶""]",王女士,招聘专员,False,同程旅行,"https://img.bosszhipin.com/beijin/mcs/banner/1dedf0e5ee8a0b2c645d5b78fb3380d4cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/2846d384ffd0fefd03V72tW6FVNR.html?lid=aInq545v9Zb.search.19&securityId=KeC4lvcDBSScw-91fghXNFoGonySgBxguIMpAcq7JCfcnxWMlVxkeTQS10WhjhaE5J_XfK0qtSxZ9Q9DXYykhRtyuP25RjpIcv0b5TvKKA4TkuAMAw~~&sessionId=,https://www.zhipin.com/gongsi/5655835880426ec51nN62t-0.html,苏州工业园区
数据分析师,苏州,数据分析,本科,经验不限,SQL|Python|Tableau|数学/统计相关专业|,"[5000, 10000]",14薪,"[""团建聚餐"", ""全勤奖"", ""保底工资"", ""年终奖"", ""员工旅游"", ""绩效奖金"", ""企业年金"", ""五险一金"", ""股票期权"", ""节日福利"", ""底薪加提成"", ""定期体检"", ""有无线网""]",王先生,负责人,False,亿时云,"https://img.bosszhipin.com/beijin/upload/com/logo/20220731/7b5b554d84f9729cbb45644a051b160d58a48545b5d5d2648f723ebc3eb9c15c9ff8c4919d18b9f9.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/2dafbe0fff809af61Xdy3Nq7ElBU.html?lid=aInq545v9Zb.search.20&securityId=Wa1ISUdRVUuRt-41wbEjLUPE2CtMwIATdrX-UkMqVZBH0yDfn7ZRwZtSKgq2DSxFvDfv8c6Lv55qEU2qcbBI8W8BDQIyyq0iD15hsp3uE8RQCw8h9ufA&sessionId=,https://www.zhipin.com/gongsi/616d988a06a4582d1XZ73du5F1U~.html,
数据分析师,苏州,数据分析,本科,3-5年,数据分析/挖掘经验|Tableau|数学/统计相关专业,"[10000, 15000]",0薪,"[""节日福利"", ""有无线网"", ""带薪年假"", ""底薪加提成"", ""结婚礼金"", ""意外险"", ""年终奖"", ""员工旅游"", ""定期体检"", ""团建聚餐"", ""五险一金""]",彭女士,人事,False,萤火虫,"https://img.bosszhipin.com/beijin/upload/com/logo/20240712/7b5b554d84f9729cdf9681ee693230229fc3e730348e10e989f2c34723f19c0bbde8222fc424df02.jpg.webp?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/05dd4aa6c203f40603R92dW1FVZS.html?lid=aInq545v9Zb.search.21&securityId=YWsziiuODYNVo-D1tKIIoLLedqAAwv9VfA1w-sN-QG9UTLt85jFGIzk6IzJbWWpmkViS8kUp7djASEdcLR3LTW-oqt9ffojYONUROEfuPNcitbIBeCzb12RGz4lsdogohJQpKLeSYkZO3H45WZaDL_I~&sessionId=,https://www.zhipin.com/gongsi/1f1fdb11cc2a11bd1XV80t60ElM~.html,吴中区
数据分析师,苏州,数据分析,本科,3-5年,跨境电商|日语|法语|亚马逊运营|德语|亚马逊广告,"[5000, 7000]",0薪,"[""餐补"", ""节日福利"", ""年终奖"", ""交通补助"", ""全勤奖"", ""带薪年假""]",刘先生,运营总监,False,康满祥母婴用品,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",进出口贸易,未融资,"[0, 20]",https://www.zhipin.com/job_detail/99f331f8052169491Xd53N69GVtS.html?lid=aInq545v9Zb.search.22&securityId=JXX7lrZt-SgZp-l1Ha--vEOqc2qO_sf8KamMh8AJbBgp_n7Xa9B551teEiLQecLPcW6JD_7w52x-rlTz2fct_Gj3jY1f9K37w02BYprWPIt9Dem1TRDo&sessionId=,https://www.zhipin.com/gongsi/f703cdce9f730cff1nZ_2di6GVI~.html,苏州工业园区
数据分析师,苏州,数据分析,学历不限,1-3年,NumPy|python|java,"[17000, 30000]",15薪,"[""免费班车"", ""员工旅游"", ""法定节假日三薪"", ""带薪年假"", ""年终奖"", ""节日福利"", ""股票期权"", ""节假日加班费"", ""绩效奖金"", ""补充医疗保险"", ""定期体检"", ""五险一金"", ""保底工资"", ""离职补偿""]",姚先生,招聘HR,False,华为技术有限公司,"https://img.bosszhipin.com/beijin/upload/admin/20241009/7a57a5a743894a0e61db0c9f94e55da3789b92c168491f5575a8c6cfd5eed090fc41aa91be88d106.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/24ceb88f8dc5f8411nJ629u9FVdZ.html?lid=aInq545v9Zb.search.23&securityId=QPEjhu8CpiyrX-w1LNczL0agvItYGSqAmK0b5GOt6TMUxqVM5p06csqzPqTlua8fq7y5XB23u3W6KklJeBtlXoD76ehNlQyD6SugdJuLyBm9LaU_Fh72y0nCaf30rKacJQpkrBlbDwYOMXGzjeikeQ~~&sessionId=,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html,苏州工业园区
数据分析师,苏州,数据分析,本科,1-3年,Python|Shell|Tableau|SQL|Excel|回归分析|聚类分析|,"[10000, 15000]",14薪,无,刘先生,合伙人,False,苏州数讯达信息技术,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/819ca5fe0f1405b21Hx82Nm1F1NV.html?lid=aInq545v9Zb.search.24&securityId=O9d1I7w41hZDT-a12Rq5VwdzT0ZvG4iGnTuvqkFV7-bHCO3ui2bEbk1vvB3P5h-EPKWTXq5ngZy3BeWMx1tdcceica9e0p915hybfXOxAZ5DXgv2-xw~&sessionId=,https://www.zhipin.com/gongsi/149e6c345f4b3fa11HN539W6E1U~.html,
数据分析师,苏州,数据分析,本科,3-5年,机器学习建模经验|Hive|数据分析/挖掘经验|BI|指标体系|||,"[10000, 12000]",0薪,"[""有无线网"", ""住房补贴"", ""五险一金"", ""保底工资"", ""包吃"", ""底薪加提成"", ""团建聚餐"", ""交通补助"", ""法定节假日三薪"", ""通讯补贴"", ""工牌商家折扣"", ""年终奖"", ""员工旅游"", ""零食下午茶"", ""餐补"", ""超长春节假期"", ""生日福利"", ""节日福利"", ""带薪年假"", ""绩效奖金""]",刘先生,数据信息部高级经理,False,研途教育,"https://img.bosszhipin.com/beijin/mcs/banner/19e8ec070df2ecc079a09e67f1d9928ccfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,B轮,"[1000, 9999]",https://www.zhipin.com/job_detail/cddcd584daa899f31nx42967EFZX.html?lid=aInq545v9Zb.search.25&securityId=FyBN7tBkSmYE8-e1KY5rarNdctEgIGe2uRRsNMXypXXzn_NuAyRQb_AtbD0kx4_z92ZYHG5U4NX8TljiubzDbLfp42IG9b8Iud70siUyvQEOph0VWA~~&sessionId=,https://www.zhipin.com/gongsi/794b561009c898fc1nR62d-1.html,苏州工业园区
媒体数据分析师,苏州,数据分析,本科,3个月,数学/统计相关专业|经济/工商管理相关专业||||,"[100, 110]",0薪,"[""员工旅游"", ""年终奖"", ""加班补助"", ""节日福利"", ""带薪年假"", ""零食下午茶"", ""餐补"", ""交通补助"", ""定期体检"", ""五险一金""]",徐先生,首席执行官,True,猫柚创意,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210907/7bf6f160950405e91e3f568c554d4adbf413338ad6d5a086de54be7f707f1ffd5202b046ee66b9ab.jpg?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[20, 99]",https://www.zhipin.com/job_detail/147c97c561e255781HB93NS1F1VR.html?lid=aInq545v9Zb.search.26&securityId=J8hS6HPKaT9DX-11QDfi-07ovkN6_95kcKzZmuFb2XtNqTBOzEJf7FLCV4AAA6-uhbutlRp7ofv3GklK5E6DViZ-LU1lsN3m8lkZcUo5mSqNamzfnA~~&sessionId=,https://www.zhipin.com/gongsi/6943047975001fa903B-2tm9Ew~~.html,苏州工业园区
数据分析师实习生,苏州,数据分析,硕士,6个月,Python|数据分析|numpy|pandas,"[220, 250]",0薪,"[""团建聚餐"", ""餐补"", ""年终奖"", ""员工旅游"", ""定期体检"", ""零食下午茶"", ""带薪年假"", ""五险一金"", ""节日福利"", ""股票期权""]",邱女士,招聘专员,True,苏州拉索,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20250208/7bf6f160950405e9de9e6d1b9c1c8d87e7b5a56938d75ca47ec2bb8cc69b437d6bcdc1ad5b77e82d.png.webp?x-oss-process=image/resize,w_100,limit_0",医疗健康,B轮,"[100, 499]",https://www.zhipin.com/job_detail/1d974fffe3646b2e1HJy3tS5E1tX.html?lid=aInq545v9Zb.search.27&securityId=A8hEBOmbp8CWD-11igH3RuDyVIT0d2DBuYvXmM5tiTZ4axvKH2dRl7xSvgrzWtFsBGbFEhdebVYiFIK47x8P0FAkpVMxP_bn1G-ayKWR_hUIVvGSQWzH&sessionId=,https://www.zhipin.com/gongsi/d351dbabd0e47b4d1nd42tu1EVA~.html,吴中区
远程stata数据分析师,苏州,数据分析,本科,3个月,经济/工商管理相关专业|R|数据分析/挖掘经验|SPSS||,"[200, 400]",0薪,"[""年终奖"", ""包吃"", ""五险一金"", ""提供住宿"", ""全勤奖"", ""零食下午茶"", ""带薪年假"", ""节日福利"", ""加班补助"", ""餐补""]",徐女士,项目经理,True,准雀教育,"https://img.bosszhipin.com/beijin/upload/com/logo/20210118/d98342884e8704216e4079948dd74a6474fbb5a61dcb9965239e01abac444ba8.jpg?x-oss-process=image/resize,w_100,limit_0",在线教育,未融资,"[0, 20]",https://www.zhipin.com/job_detail/b8bcdb321de6afbc1XN43tu4EVFR.html?lid=aInq545v9Zb.search.28&securityId=DTj4v35yexKXP-81vlenh7EO8tVob02dmCol0qC_7ymmdaxUiToLBA9xEZGsCWd-YSxi6UV7iq_t0wtiNdj9ZXGjGgcaLQwDVqRO1qhooqR3PirrIgOj&sessionId=,https://www.zhipin.com/gongsi/48dccb4e097666611nd80tq9FFE~.html,昆山市
数据分析师（创新药数据）,苏州,数据分析,本科,在校/应届,医药相关专业,"[6000, 7000]",14薪,"[""员工旅游"", ""零食下午茶"", ""年终奖"", ""定期体检"", ""五险一金"", ""交通补助"", ""餐补"", ""团建聚餐"", ""节日福利"", ""带薪年假""]",陆女士,HRBP,False,医药魔方,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220114/7bf6f160950405e92274cada5b33857873a50dc28870e30c803159cdb1535d7b0c7bb524948ed531.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,B轮,"[100, 499]",https://www.zhipin.com/job_detail/9c9c0bf34da6ec0403V609y1EFFZ.html?lid=aInq545v9Zb.search.29&securityId=TENn3FybCEg1G-4196VLZS6ngQ0osMpZuy8H0-8A11V3-LqRKmtVh5sFtkwiKd1r0FDbSZBfASGiUo1lXHAGPKGYv7zPGhqSkRtnBwL5zVpkN8hlZxE~&sessionId=,https://www.zhipin.com/gongsi/c2120da0654f129f1nBz3Nm7GVc~.html,苏州工业园区
中台数据分析师(J14391),苏州,数据分析,本科,1-3年,SQL|Python|R|数据分析|中台,"[11000, 18000]",15薪,"[""餐补"", ""零食下午茶"", ""扁平化管理"", ""带薪年假"", ""免费工装"", ""交通补助""]",代女士,HR,False,叮咚买菜,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221124/7bf6f160950405e94c1552e9ca7ec61c71f9b5bf7d1cab8ec6a4259937ba95b0187cbcb5f6481392.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/743abdae91b2bc2d1HJ_2dm5ElRX.html?lid=aInq545v9Zb.search.30&securityId=_E4n8tn5tgN7Z-v1FLl3k23cSEnjkwJBH7cWnc1ombJXDqkxihbZqLBMON1tulS10D8jgfhQrdLFlVZu_OejtVZklaIzoaIPWyyi8cyEZvk7RtqZVCJNShxA1cfWz5zOJGlc3XAFPSG41asNUZ4sIQ~~&sessionId=,https://www.zhipin.com/gongsi/e18bbeb86f48badd33R83Nm0.html,苏州工业园区
数据分析师 (MJ000618),苏州,数据分析,本科,1-3年,Python|SQL|Pandas,"[10000, 15000]",0薪,"[""五险一金"", ""绩效奖金"", ""年终奖"", ""生日福利"", ""节日福利"", ""餐补"", ""全勤奖"", ""员工旅游"", ""带薪年假"", ""定期体检"", ""意外险""]",孟女士,HRD,False,江苏欧博,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221220/7bf6f160950405e94be7cabadd4e857ea348b72e4614bb543c82af47d764ca3ffab0c444dfb81e59.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,A轮,"[100, 499]",https://www.zhipin.com/job_detail/ff8324484b2dc09a03R72Ny_F1VX.html?lid=aImV9WNsz7X.search.31&securityId=THXuPg5B7cNL--o1NUYfe8uyxyaeueob7UifNIuokfPjPt2b4aYNoMBiFRRLHQuCcL1ybbTINMeoawWqQtTuGSZFXZWOB1iMeh74M9-dZ-YshThC_w~~&sessionId=,https://www.zhipin.com/gongsi/a06eeb5c88ca09c71XB409i9FVM~.html,相城区
数据分析师,苏州,数据分析,本科,1-3年,数据分析/挖掘经验|SPSS|SQL|Python|,"[15000, 30000]",14薪,"[""节假日加班费"", ""年终奖"", ""保底工资"", ""定期体检"", ""底薪加提成"", ""节日福利"", ""生日福利"", ""带薪年假"", ""绩效奖金"", ""五险一金""]",张女士,HR,False,苏州麦锐克生物,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230412/7bf6f160950405e9604fe3a27045b0fbbb3a98b76fc794a5b232e7ba777b4decf192d15aa81510c3.jpg?x-oss-process=image/resize,w_100,limit_0",医疗器械,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/dd2cced0925e7cea1X1539-4ElJT.html?lid=aImV9WNsz7X.search.33&securityId=DsdFSjLoe8zE7-w1v2yFPT1N0OjMBmNfN_3RUw9IrcnXS_4w4NY_3qZ-4it3xqrlCNAOj18ieLZSPQ7RWeEs6LUFfEmqL5JOU3dJ1uzMh7wav6aIwZJy&sessionId=,https://www.zhipin.com/gongsi/1605316a2845cc261XB-3tm0E1M~.html,苏州工业园区
数据分析师（经营决策）,苏州,数据分析,本科,3-5年,经营数据|指标管理|数据建模,"[10000, 15000]",0薪,"[""交通补助"", ""节日福利"", ""通讯补贴"", ""餐补"", ""年终奖"", ""五险一金""]",徐女士,HRBP,False,德尔地板,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180306/dbe6ae0b5b5bfec34034529fa08225cfce83d83105e14a99db41947df2a8584e.jpg?x-oss-process=image/resize,w_100,limit_0",家具/家居,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/cbc62ea839b113e11XJ83ti4F1pW.html?lid=aImV9WNsz7X.search.34&securityId=8UqVXG-nJsLSW-M1myYUNLBC2hSBulpggSckpvixwv4_r0Av9z7b1IWxzOUWMmc-9cpXTqXJC3RrQ9fl80Ih7fLllYE6RRY3elVnBxlXKi8fDFji&sessionId=,https://www.zhipin.com/gongsi/f417146a57babf8203V62d2_.html,吴江区
数据分析师（数据可视化方向）,苏州,数据分析,本科,1年以内,Python|R|Power BI|数学/统计相关专业|计算机相关专业|,"[10000, 15000]",0薪,"[""年终奖"", ""住房补贴"", ""加班补助"", ""零食下午茶"", ""团建聚餐"", ""节日福利"", ""带薪年假"", ""节假日加班费"", ""交通补助"", ""生日福利"", ""五险一金""]",胡先生,产品技术主管,False,维众数据,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230720/7bf6f160950405e95e995883de3a314c0f94ba07cca5f647de19ef9c8842ebd6290445336902258b.png?x-oss-process=image/resize,w_100,limit_0",大数据,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d30869f8379548431XN62dy0ElNY.html?lid=aImV9WNsz7X.search.35&securityId=OeonYQT9idt6v-21sLr7SdvNKuKV3iR1eijhzM17uc3JeuRyZq9ln92UYXc6uf5dkklBU9QxbDurGQxHw_Wbv78j3g3Yj7ABFLc8umevu0mvbaPLGg~~&sessionId=,https://www.zhipin.com/gongsi/52fc1b666618bbd80nVz29q0EA~~.html,苏州工业园区
数据分析师,苏州,数据分析,大专,经验不限,数学/统计相关专业|数据分析/挖掘经验,"[5000, 7000]",0薪,无,任先生,经理,False,鑫界科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",新能源,未融资,"[0, 20]",https://www.zhipin.com/job_detail/d326fdcbcccf37791Hdy3ti8FFpQ.html?lid=aImV9WNsz7X.search.36&securityId=xs85WCul5OoLc-51W-sr7tKO6z_wFdFGZUZ_tsUSuKe62eLP9qU0OwjcC1ntlaouL-HZKihf9S0iVrmk9Fuj1AFK1c475hgBM-i2RC1dYap8PtYgYZxT&sessionId=,https://www.zhipin.com/gongsi/163718ad0e4086681XB43NS9F1M~.html,昆山市
数据分析员,苏州,数据分析,本科,1-3年,Excel,"[5000, 7000]",14薪,"[""万得终端"", ""生日福利"", ""五险一金"", ""有无线网"", ""底薪加提成"", ""保底工资"", ""定期体检"", ""补充医疗保险"", ""绩效奖金"", ""带薪年假""]",许女士,HRBP,False,上海万得基金,"https://img.bosszhipin.com/beijin/upload/com/logo/20230313/7b5b554d84f9729c96788e0910ecbd37239eb37e8b6d2e79ef749e3b5e7717ce102cfd64c131a88f.jpg?x-oss-process=image/resize,w_100,limit_0",基金,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/19c76a0f382f631303Rz39q5FldX.html?lid=aImV9WNsz7X.search.37&securityId=7zOHELJEZAn76-j1EePPjb5UI_1lFLJ1W7odynqaQ5GjzI0W9iHy4NB99jnes559GmT-dzWHkc1mW5Frm_aTvuuDg7BiIwFjaU7aIVibxHVPYFStlwo~&sessionId=,https://www.zhipin.com/gongsi/ea3b589e5fd95bea1XV73Nu0F1I~.html,
